Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21838637,35722719,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",229599056,255726970,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4929528,112531984,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(ii)Other securities,11725695,182183849,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(i) Debt,484306267,537143232,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(ii) Shares,120420884,219977875,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
