Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",29115717,221698145,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",404789059,443905800,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6975668,144622497,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(ii)Other securities,26919978,273023003,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(i) Debt,919011391,992426998,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(ii) Shares,146876774,285344421,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3560355,4084487,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(ii) To regulated financial institutions,109523156,125565764,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",7657,4727856,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(iv) To foreign governments,24266080,24266080,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(v) Lease receivables,15056809,33548128,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,137792446,721667422,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,17160971,308868932,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,71512570,194083366,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,640061150,895370708,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,745953924,1249412306,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,10348081,51249733,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,384716544,670851879,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(A) Insured,1264485,442797340,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,132046906,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(C) Uninsured,153307184,1288457880,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(D) Reverse Mortgages,390090,6297773,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(ii) Non-residential,65393300,163201869,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",578796,90876135,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14444419,32992093,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(a) Insurance-related assets,235924,11047427,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(b) Accrued interest,10783060,20924409,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1446096,7888976,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(d) Goodwill,36951466,51910393,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(i) with definite lives,6501184,19013064,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(ii) with indefinite lives,40974,4927404,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(f) Deferred tax assets,4056891,8563628,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,695548836,448506242,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,19783547,31191502,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14494276,17010119,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
(j) Other,147174991,183878695,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
Total  Assets,4382305683,8249148564,"Total All Banks, As At October 31, 2022, (in thousands of dollars), Total All Banks, As At October 31, 2022, (in thousands of dollars)"
