Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",23242416,30757655,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",208460116,228588539,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3325811,84010135,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(ii)Other securities,10686131,159933295,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(i) Debt,365547695,414412301,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(ii) Shares,82644468,259027711,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9728774,11912960,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,54265825,61826669,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",249574,5212269,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,17537508,17575206,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(v) Lease receivables,7793553,18000493,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,94805512,545158186,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,24532410,230446252,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,44473838,116467874,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,343935162,521927096,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,315357969,549775401,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,9503875,23368430,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,167067343,315608621,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(A) Insured,945595,543328175,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177903785,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(C) Uninsured,68293024,481235513,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1420013,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(ii) Non-residential,31589112,85241863,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1402770,74289043,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8056246,15822478,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,96969,5540838,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3120377,7629162,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1299188,4896893,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
(d) Goodwill,29410707,40888514,"Total All Banks, As At March 31, 2015, (in thousands of dollars), Total All Banks, As At March 31, 2015, (in thousands of dollars)"
