Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",18257990,35453124,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",216432841,253076469,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6770619,121363703,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(ii)Other securities,18746415,198100206,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(i) Debt,577517409,637456010,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(ii) Shares,149649471,242574743,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
