Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",25082449,34942443,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",229223383,247496005,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4167961,104711263,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(ii)Other securities,11829328,182511215,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(i) Debt,481651666,530771539,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(ii) Shares,100339932,239476309,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4775684,6813086,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,61739300,72498134,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",8766,4164309,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(iv) To foreign governments,23380059,23434093,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(v) Lease receivables,11024660,21941368,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,107637449,583043751,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,22269443,237524891,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,45910942,143739439,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,410129259,577323106,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,404710752,680601571,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,11090398,34855964,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,201695903,373242751,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
(A) Insured,947810,566547450,"Total All Banks, As At February 28, 2017, (in thousands of dollars), Total All Banks, As At February 28, 2017, (in thousands of dollars)"
