Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16275867,28163655,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",233965670,253828138,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3561555,93713952,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(ii)Other securities,9785178,168216975,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(i) Debt,429908806,480569217,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(ii) Shares,84928528,225921920,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9965200,11869140,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,59721640,68224847,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5326,4183547,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(iv) To foreign governments,20193735,20233205,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(v) Lease receivables,9598847,20502408,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,108214752,572050032,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,25259520,232564155,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,49479799,129822848,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,380141887,541762707,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,369465782,611850360,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,9842623,25650422,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,192261348,343447829,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(A) Insured,1018167,548898668,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,176584122,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(C) Uninsured,79304638,536606138,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1544868,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(ii) Non-residential,41067539,98859396,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1741977,75462637,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
