Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16812544,31502689,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",235074316,262363854,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6677368,105765130,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(ii)Other securities,12743686,184227923,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(i) Debt,531383744,582886036,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(ii) Shares,140503947,247632364,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5490924,6532500,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,62654710,71958789,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3056,4335486,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(iv) To foreign governments,22418525,22418525,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(v) Lease receivables,11450577,23076595,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,111561370,610432560,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,21065592,250370543,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,48235077,149983565,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,481213593,660872400,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,427816856,729720620,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,5800005,32518098,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,212504110,400407178,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(A) Insured,951299,537530906,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,179766600,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(C) Uninsured,93239206,681932009,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,2649688,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(ii) Non-residential,46757368,114427869,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1748565,81214939,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7126296,15061982,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(a) Insurance-related assets,197352,5527977,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(b) Accrued interest,5037835,10671900,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1439051,5487401,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(d) Goodwill,35951191,47767020,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(i) with definite lives,5711092,15243936,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(ii) with indefinite lives,208072,2892610,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(f) Deferred tax assets,5433230,11198042,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,484492631,258890490,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7713511,14711846,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15880755,17954915,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
(j) Other,40675386,95407865,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
Total  Assets,2818368056,5462296866,"Total All Banks, As At November 30, 2017, (in thousands of dollars), Total All Banks, As At November 30, 2017, (in thousands of dollars)"
