Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21171588,29623766,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",184825297,203579010,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3443243,85920552,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(ii)Other securities,10170082,152936019,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(i) Debt,337125119,386798277,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(ii) Shares,91166007,266508601,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",12735797,15186167,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,49925102,56958452,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",121898,4838267,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(iv) To foreign governments,14238525,14272953,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(v) Lease receivables,7270238,17434664,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,87617044,540568196,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,22976696,228306974,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,40287688,112242354,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,328105372,490569980,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,284497826,509100076,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,7512253,20921491,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,148753086,291753437,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(A) Insured,851592,545855835,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,184165413,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(C) Uninsured,63368670,469978923,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1384441,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(ii) Non-residential,28272810,80695090,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",829258,66600726,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
