Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",29909769,224996706,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",431933483,471788990,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6922632,148209758,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(ii)Other securities,24857875,283474846,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(i) Debt,913598229,988140893,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(ii) Shares,161449155,313035928,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3550610,4090262,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,104905972,119861625,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",7270,4553132,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(iv) To foreign governments,23112967,23112967,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(v) Lease receivables,15167388,34022899,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,136140047,716724676,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,17197988,307059435,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,68088852,190257830,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,660508763,919463914,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,752053959,1265798962,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,10668619,51841970,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,392130712,689007832,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
