Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",23052350,93108973,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",348956260,391896183,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7195071,120736480,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(ii)Other securities,19189728,235757426,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(i) Debt,695838555,756866174,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(ii) Shares,114052948,211684038,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4637398,4990914,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(ii) To regulated financial institutions,91250340,101909030,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",23809,4884747,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(iv) To foreign governments,25095083,25095083,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(v) Lease receivables,14690536,30870802,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(vi) To individuals for non-business purposes,129938333,657502065,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,20366660,272162786,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,57884321,168642118,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(vii) Reverse repurchase agreements,667472019,929019165,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(viii) To individuals and others for business purposes,694337239,1106747147,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
Of (A) Secured by residential property,7407548,37154339,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
which: (B) Secured by other than residential property,332530792,566487671,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(A) Insured,1292789,464545927,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177336821,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(C) Uninsured,123433398,908788811,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(D) Reverse Mortgages,606918,4182640,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(ii) Non-residential,62366989,146248601,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1075397,87925031,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15443716,33930952,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(a) Insurance-related assets,276555,8926521,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(b) Accrued interest,7040562,13685261,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1849499,7136114,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(d) Goodwill,39095541,53241447,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(i) with definite lives,5759222,16717770,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(ii) with indefinite lives,212114,5089612,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(f) Deferred tax assets,3280303,8785719,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,948278247,475042019,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,12513335,26944432,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16961094,18657083,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
(j) Other,24527401,182565214,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
Total  Assets,4099742749,7133481381,"Total All Banks, As At March 31, 2020, (in thousands of dollars), Total All Banks, As At March 31, 2020, (in thousands of dollars)"
