Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16050675,29695643,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",158144724,187115041,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1973458,123215604,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(ii)Other securities,5999709,129517204,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(i) Debt,269922397,317536354,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(ii) Shares,46458847,185297271,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
