Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19601088,31362175,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",156968936,186356729,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1303046,119700343,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(ii)Other securities,6038657,127006647,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(i) Debt,270754638,318425981,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(ii) Shares,48310224,194876347,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
