Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21911097,34621240,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",216679057,241062679,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4116208,106106170,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(ii)Other securities,12508188,190863010,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(i) Debt,499576524,546740603,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(ii) Shares,96984786,246990601,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
