Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17245253,31045517,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",219106443,244911449,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6522301,102491685,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(ii)Other securities,12017323,177465965,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(i) Debt,506881987,556492476,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(ii) Shares,122658049,226503179,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5187369,6499089,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,63457499,70758008,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2897,6528564,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(iv) To foreign governments,22412434,22486796,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(v) Lease receivables,11478954,23128011,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,109450076,606221494,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,21135025,249493064,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,47328502,149057329,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,435126370,607378633,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,425060249,717964367,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,5558692,32001387,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,217279058,403096261,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(A) Insured,951079,541108627,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,173223906,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(C) Uninsured,92390544,673030926,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,2175559,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(ii) Non-residential,45963039,113173943,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1856609,85306132,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7115565,15160359,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(a) Insurance-related assets,180371,5559180,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(b) Accrued interest,4717211,9927887,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1507506,5537299,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(d) Goodwill,35858841,47674538,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
(i) with definite lives,5710208,15265380,"Total All Banks, As At October 31, 2017, (in thousands of dollars), Total All Banks, As At October 31, 2017, (in thousands of dollars)"
