Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",20689496,32883231,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",214933116,233401988,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2743950,86535167,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(ii)Other securities,10185339,168300048,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(i) Debt,392407672,438638112,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(ii) Shares,70476228,213804624,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9845019,12189208,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,58363674,66054148,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",136129,4571729,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,18385396,18424833,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(v) Lease receivables,8390001,19282134,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,102763393,563801047,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,23869455,231082360,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,47634141,128012576,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,332286854,487760130,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,346103383,584673498,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,9680713,25202170,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,177837125,327729772,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(A) Insured,1004113,546913114,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,178022512,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(C) Uninsured,70337216,523686321,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1533457,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(ii) Non-residential,33002647,90136222,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1505815,77446049,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8704006,16706861,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
