Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15344136,25286988,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",136273393,155227029,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,583446,100854348,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(ii)Other securities,9096508,136511257,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(i) Debt,299419145,350655764,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(ii) Shares,52626186,228026901,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11593532,14054914,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,42474294,49279021,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",9437,3793353,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,11315246,11543194,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(v) Lease receivables,5915020,15241122,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,76839698,517177073,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,19710065,224718748,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,34674830,99037251,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,228299551,359128150,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,219061163,423853198,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,4620663,17579279,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,111692061,239893933,"Total All Banks, As At October 31, 2013, (in thousands of dollars), Total All Banks, As At October 31, 2013, (in thousands of dollars)"
