Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17540007,30559326,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",232750237,251290242,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4507216,99793234,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(ii)Other securities,9220946,169585533,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(i) Debt,451232283,499746798,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(ii) Shares,71810524,203429668,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10884752,12651462,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,65926947,73633496,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",411979,5869100,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(iv) To foreign governments,20587060,20633620,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(v) Lease receivables,10306626,21425662,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,109687469,569876757,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,24702945,231296629,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,49580442,147243503,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,372559355,549823889,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,402385520,650021412,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9530561,25177351,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,204454537,355757388,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(A) Insured,1065556,547958757,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,180567415,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(C) Uninsured,80246209,543605869,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1601104,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(ii) Non-residential,42677377,101388052,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1749330,76206908,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",9077252,17066247,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(a) Insurance-related assets,90774,4887953,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(b) Accrued interest,3931471,8286426,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1422629,5114740,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(d) Goodwill,33343295,45022148,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(i) with definite lives,5947264,14120323,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(ii) with indefinite lives,223466,2908442,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(f) Deferred tax assets,9194365,14286113,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,303306039,385222044,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7291825,12093747,"Total All Banks, As At February 29, 2016, (in thousands of dollars), Total All Banks, As At February 29, 2016, (in thousands of dollars)"
