Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21756359,30189412,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",215868316,234170830,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4000282,84464486,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(ii)Other securities,10518813,159790799,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(i) Debt,354052067,403300837,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(ii) Shares,81062541,261188897,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9567548,11920878,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,53946770,61517252,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",240288,5066183,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(iv) To foreign governments,16607595,16645883,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(v) Lease receivables,7723977,17951127,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,93740443,543438688,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,24498272,230087480,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,43692074,115542198,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,325290640,499025897,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,309105734,538096999,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,9345212,23328374,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,162235479,307343722,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(A) Insured,933033,546860023,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,180512803,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(C) Uninsured,67539048,475852968,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
