Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21147411,31047106,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",232637232,252828989,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3755462,81947492,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
(ii)Other securities,9412926,153431470,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
(i) Debt,381342684,430904514,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
(ii) Shares,85722349,246703949,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2015, (in thousands of dollars), Total All Banks, As At June 30, 2015, (in thousands of dollars)"
