Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15091787,27570366,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",163551104,177157908,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3470243,89130546,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(ii)Other securities,9252562,140688481,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(i) Debt,333404997,385995961,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(ii) Shares,66920378,259104839,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10097198,11872975,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,47401438,54812345,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",78917,4148459,"Total All Banks, As At July 31, 2014, (in thousands of dollars), Total All Banks, As At July 31, 2014, (in thousands of dollars)"
