Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",13287790,24487971,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",154751158,174200551,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1575292,120284044,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(ii)Other securities,7801285,140848050,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(i) Debt,290332742,341080194,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(ii) Shares,54803735,218990138,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11591010,13464573,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,40368078,46986996,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",45399,3871262,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,12831649,13069699,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(v) Lease receivables,5718717,14713867,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,74547917,510395301,"Total All Banks, As At May 31, 2013, (in thousands of dollars), Total All Banks, As At May 31, 2013, (in thousands of dollars)"
