Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22500804,30357050,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",173630027,202076635,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,995817,122870692,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(ii)Other securities,5025516,124493020,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(i) Debt,275304788,321745017,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(ii) Shares,41210815,166526903,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",7294494,9755501,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(ii) To regulated financial institutions,38845678,45091633,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",47718,4058186,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(iv) To foreign governments,9567112,9972421,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(v) Lease receivables,4726024,13397953,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(vi) To individuals for non-business purposes,58650465,474618521,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
Of (A) Secured by residential property,14632447,215654937,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
which: (B) Secured by other than residential property,25997318,78350205,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(vii) Reverse repurchase agreements,173137055,299727453,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(viii) To individuals and others for business purposes,183426719,358800131,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
Of (A) Secured by residential property,4239297,16178958,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
which: (B) Secured by other than residential property,92446395,204035623,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(A) Insured,88984,515488608,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(B) Of which: NHA MBS reported as mortgages,0,85227473,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(C) Uninsured,47125549,343630648,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(D) Reverse Mortgages,0,916360,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(ii) Non-residential,23828427,54661820,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1400308,52293845,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6164155,13250653,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(a) Insurance-related assets,39575,4364579,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(b) Accrued interest,2528196,7873112,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(c) Prepaid and deferred charges,1787561,4774517,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(d) Goodwill,22053423,31718131,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(i) with definite lives,3460997,8563241,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(ii) with indefinite lives,20800,2710319,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(f) Deferred tax assets,4866242,9494437,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(g) Derivatives related amounts,205159933,318095155,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6810455,14199857,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(i) Interests in associates and joint ventures,8826867,12601599,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
(j) Other,46739698,80612065,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
Total  Assets,1375264202,3658740062,"Total All Banks, As At November 30, 2011, (in thousands of dollars), Total All Banks, As At November 30, 2011, (in thousands of dollars)"
