Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",20059060,30630607,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",178662601,200584486,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3362789,94368343,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(ii)Other securities,9242618,166272446,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(i) Debt,459063739,507408157,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(ii) Shares,97071863,232435525,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",13185274,14964600,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,65525723,73455462,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",144096,5011957,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,20650757,20690928,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(v) Lease receivables,10804345,21962643,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,114176494,577506449,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,25896180,232533371,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,50741992,131121646,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,408535630,586914448,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,392386085,639971820,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,10246744,26255895,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,206753534,358284618,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(A) Insured,1051253,549360879,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,180226393,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(C) Uninsured,82163205,543583872,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1576084,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(ii) Non-residential,42868057,101157794,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1593938,75178466,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",9441891,17408952,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,95050,5229052,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3810221,7976459,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1478986,5219009,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(d) Goodwill,34223538,45907952,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(i) with definite lives,6092375,14175535,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(ii) with indefinite lives,239774,2924749,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6763279,11603064,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,624297459,341106305,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8755072,13087438,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16028215,18489073,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
(j) Other,10491279,85626530,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
Total  Assets,2642264666,5011789084,"Total All Banks, As At December 31, 2015, (in thousands of dollars), Total All Banks, As At December 31, 2015, (in thousands of dollars)"
