Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",26552568,43645375,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",247639989,283328058,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7156213,122045977,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(ii)Other securities,18740681,198050165,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(i) Debt,619470029,680726141,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(ii) Shares,151211719,239048761,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4768511,5326860,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,75116251,85521361,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
