Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21220223,35444348,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",244604594,274765031,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5256299,102372037,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
(ii)Other securities,16491700,186974335,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
(i) Debt,540287559,598833209,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
(ii) Shares,146233496,243581983,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2018, (in thousands of dollars), Total All Banks, As At March 31, 2018, (in thousands of dollars)"
