Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17943112,28591465,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",153504743,181145824,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1380864,119906084,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(ii)Other securities,4498672,127321858,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(i) Debt,267542890,315495342,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(ii) Shares,47245099,186029492,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",7859782,9858050,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,40054920,46156620,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",150165,4288893,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(iv) To foreign governments,9903848,10298267,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(v) Lease receivables,4895047,13718679,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,60276559,476653720,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19054925,218874898,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,24694776,77520614,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,178028995,311201459,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,193404314,377538084,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3081419,10423740,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,82943780,172314433,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(A) Insured,91786,521946887,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,108604601,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(C) Uninsured,47936103,344773088,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,948089,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(ii) Non-residential,22781531,54229937,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",787715,52677083,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6185253,13803000,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(a) Insurance-related assets,47457,4429212,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(b) Accrued interest,2502655,7011064,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1755370,5195272,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(d) Goodwill,21419673,31451673,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(i) with definite lives,3291242,8466869,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(ii) with indefinite lives,27371,2768605,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4699064,9515743,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,33246734,302613622,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6985272,11196800,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,8877466,12751704,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
(j) Other,46407357,72549460,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
Total  Assets,1193731059,3664531945,"Total All Banks, As At February 29, 2012, (in thousands of dollars), Total All Banks, As At February 29, 2012, (in thousands of dollars)"
