Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17535716,30077194,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",263527695,284750300,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3143615,93330087,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(ii)Other securities,10786342,162870818,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(i) Debt,421575312,471972856,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(ii) Shares,63667434,207998058,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10235370,12144190,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,60296467,67241349,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",272349,5025153,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(iv) To foreign governments,18270868,18311018,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(v) Lease receivables,8411395,19204950,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,102010901,563395361,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,24781894,232074088,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,48531865,128499737,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,379032351,544073529,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,346295847,589886010,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,10174902,25474599,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,176306489,326927808,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(A) Insured,1015325,538718910,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,174687074,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(C) Uninsured,71588517,526907824,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1513281,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(ii) Non-residential,33574300,90403432,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1287504,72243730,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8875923,16719159,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(a) Insurance-related assets,111897,5455172,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(b) Accrued interest,3335099,7846604,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1781707,5059268,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
