Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",24995836,166347337,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",335761633,377593314,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,8016057,169246189,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
(ii)Other securities,26077481,317585287,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
(i) Debt,1006768722,1087324116,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
(ii) Shares,316641907,469948437,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2514532,4665301,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
(ii) To regulated financial institutions,108649749,124281520,"Total All Banks, As At March 31, 2024, (in thousands of dollars), Total All Banks, As At March 31, 2024, (in thousands of dollars)"
