Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19459427,36460493,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",243442239,274850315,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5667423,112926728,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(ii)Other securities,15777932,184556159,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(i) Debt,541817060,601210110,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(ii) Shares,133788427,234974666,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4832890,5284692,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,65520155,77111361,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",22517,4253637,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(iv) To foreign governments,22787761,22787761,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
