Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",13074365,29036360,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",219842332,252293035,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5843249,123427516,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(ii)Other securities,17783146,191800249,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(i) Debt,550680529,606434246,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(ii) Shares,138341726,230692228,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4216201,4635113,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,66822498,74967096,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2815,4308810,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,22956402,22956402,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
