Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15345892,27270762,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",163027925,179823849,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3648821,86845171,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(ii)Other securities,9373177,141805191,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(i) Debt,322653360,374118494,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(ii) Shares,63477847,249127877,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9184000,11031890,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,49174591,56225107,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",35244,3955252,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(iv) To foreign governments,10947714,11166825,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(v) Lease receivables,6368329,15898500,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,81453494,523584463,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,21027059,225774512,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,37472107,103428411,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,257525139,397522680,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,248387894,465938929,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,4892374,16707062,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,129218007,268079266,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(A) Insured,720891,546084132,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177368559,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(C) Uninsured,59333287,432037332,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1255792,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(ii) Non-residential,27175440,78005693,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",815615,68779695,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6702651,14328769,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(a) Insurance-related assets,87488,4640799,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(b) Accrued interest,2671537,7270945,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1181211,4865098,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
(d) Goodwill,24875419,36407178,"Total All Banks, As At April 30, 2014, (in thousands of dollars), Total All Banks, As At April 30, 2014, (in thousands of dollars)"
