Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16359351,25743266,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",162807510,179829398,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1678402,90036287,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(ii)Other securities,10469656,147408631,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(i) Debt,331377402,384790678,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(ii) Shares,63759673,239329375,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11446669,13052333,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,48121184,54855453,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5731,4102367,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(iv) To foreign governments,11103116,11321698,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(v) Lease receivables,6847511,16215729,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,82186472,520491593,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,20905581,224927161,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,37551661,101960293,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,259486496,402432845,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,243338750,447752281,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,5549097,18515458,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,131847397,261296063,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(A) Insured,715869,545932760,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177134598,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(C) Uninsured,59628315,428769866,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1215007,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(ii) Non-residential,28178808,78455757,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",976942,65592077,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6866394,14599612,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,81167,4662953,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(b) Accrued interest,2756009,6932597,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1327816,5197354,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(d) Goodwill,25669302,37194885,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
(i) with definite lives,3604339,10551556,"Total All Banks, As At January 31, 2014, (in thousands of dollars), Total All Banks, As At January 31, 2014, (in thousands of dollars)"
