Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",25668132,181052277,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",357491921,396477079,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,6705073,169019899,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(ii)Other securities,24590019,294730261,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(i) Debt,989045147,1064296597,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(ii) Shares,203191319,341834699,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2575289,3299930,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(ii) To regulated financial institutions,114280848,129255191,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",90698,5267117,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
