Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22029299,32200256,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",225578964,242043506,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3844094,80015291,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(ii)Other securities,10375556,157972546,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(i) Debt,378286355,424764089,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(ii) Shares,80631256,255381665,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9619972,11594790,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,53250812,61797931,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",137909,3862176,"Total All Banks, As At May 31, 2015, (in thousands of dollars), Total All Banks, As At May 31, 2015, (in thousands of dollars)"
