Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",20736182,31594443,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",227551033,248670875,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3413711,91866937,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(ii)Other securities,8423879,173790756,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(i) Debt,443241312,495700220,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(ii) Shares,67072035,203847181,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
