Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",13124378,23858068,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",162377645,180942321,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1436379,115880179,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(ii)Other securities,8026319,129579757,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(i) Debt,297479080,350290717,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(ii) Shares,55382085,216823265,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",13001298,15246895,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,40042181,46558297,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5689,3785665,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(iv) To foreign governments,11112962,11340920,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(v) Lease receivables,5759990,14836189,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,76215690,513946940,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,20005864,226501417,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,34266109,96161409,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,276827879,410846945,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,214711711,420966936,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,4251378,16841285,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,111610006,242341449,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
