Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15912466,27718820,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",169111926,198337231,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2103429,127470413,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(ii)Other securities,5857638,133389846,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(i) Debt,268528997,314021581,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(ii) Shares,42250890,177853164,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
