Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17635773,30170207,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",145730819,172344072,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1847890,125929264,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(ii)Other securities,6055497,121328123,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(i) Debt,270716925,316409382,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(ii) Shares,46880418,191656331,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11950815,14581579,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,39646938,46044651,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",12100,3902116,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(iv) To foreign governments,10967079,11185610,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(v) Lease receivables,5057615,13856147,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,62092505,488274556,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19396359,225291172,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,28304786,87299415,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,216069948,338469118,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,197895886,386798741,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,2680324,12272426,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,99395299,217496083,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(A) Insured,100445,535461405,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,133131048,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(C) Uninsured,50370787,368370524,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,1008652,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(ii) Non-residential,22240056,55838466,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",772731,61439904,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6121158,13583770,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,90013,4825225,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(b) Accrued interest,2492855,6982627,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1698411,5434649,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(d) Goodwill,22305057,32227667,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(i) with definite lives,3357811,9101903,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28426,2761774,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4581901,9008264,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,35127577,302155847,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6949255,10840446,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,8987881,13335192,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
(j) Other,32123957,64067013,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
Total  Assets,1229908529,3757393225,"Total All Banks, As At August 31, 2012, (in thousands of dollars), Total All Banks, As At August 31, 2012, (in thousands of dollars)"
