Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",30009481,223116083,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",372445699,407692050,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7977971,144276908,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(ii)Other securities,24439485,270007214,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(i) Debt,870316936,941747469,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(ii) Shares,164546627,303839776,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3919764,4421619,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(ii) To regulated financial institutions,97887576,110982757,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",432443,4489810,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(iv) To foreign governments,22101440,22101440,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(v) Lease receivables,13989522,32021182,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(vi) To individuals for non-business purposes,128587141,702536889,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,15649083,303834748,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,67284754,188242230,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(vii) Reverse repurchase agreements,624762942,852736893,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(viii) To individuals and others for business purposes,679872045,1167450355,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
Of (A) Secured by residential property,8305639,47900322,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
which: (B) Secured by other than residential property,346876064,623609854,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
(A) Insured,1152090,444617094,"Total All Banks, As At July 31, 2022, (in thousands of dollars), Total All Banks, As At July 31, 2022, (in thousands of dollars)"
