Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17913877,29895149,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",161890761,191360531,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1291429,121987941,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(ii)Other securities,4436700,125533060,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(i) Debt,268494380,316876258,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(ii) Shares,45231543,185468362,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",8087916,10494717,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,39729965,46161055,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",125157,4309847,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(iv) To foreign governments,9668408,10062839,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(v) Lease receivables,4952459,13850718,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,60801214,476494673,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19326574,219504070,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,26554521,83313609,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,188043435,314570431,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,195299580,381893470,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,7988487,21932279,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,84022135,183513201,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(A) Insured,93552,521107118,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,107933940,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(C) Uninsured,48675730,350449915,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,959663,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(ii) Non-residential,22779906,54786766,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",771364,54360558,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6216099,13892441,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,47311,4442593,"Total All Banks, As At March 31, 2012, (in thousands of dollars), Total All Banks, As At March 31, 2012, (in thousands of dollars)"
