Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17791820,29257831,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",197548200,214092282,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3180167,87634568,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(ii)Other securities,9101444,138130946,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(i) Debt,339033710,392291964,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(ii) Shares,68813914,258769315,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",12267188,14079213,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,47413362,54203870,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",99443,4245914,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(iv) To foreign governments,13238192,13270953,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(v) Lease receivables,6823960,16724352,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,84528961,535608961,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,21399447,227026449,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,39873976,110518503,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,297946339,439026786,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,261682840,481755422,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,6701512,19970097,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,138044216,280640748,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(A) Insured,785183,543319067,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,173809590,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
