Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16033063,34333461,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",228837758,258044213,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5676595,108690339,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(ii)Other securities,15798712,181731961,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(i) Debt,531601659,588628746,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(ii) Shares,127707697,228256243,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4376343,4735154,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,66089009,74129908,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2768,4456268,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,22285762,22285762,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(v) Lease receivables,12556888,25556046,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,118738975,629915422,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,21451948,260853190,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,50066366,158634224,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,478047303,662024746,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,468811018,785467261,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4225181,28836495,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,228229003,427731025,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(A) Insured,986579,504776610,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,176832922,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(C) Uninsured,106668559,745980833,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,394670,2994624,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(ii) Non-residential,48948174,121783210,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",2350803,91890677,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7184879,15303245,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,344276,5940853,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(b) Accrued interest,5776345,11157605,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1682466,6103985,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(d) Goodwill,37494655,49752458,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(i) with definite lives,5877267,15930682,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,204569,3438962,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(f) Deferred tax assets,4034752,9962129,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,241211054,236187767,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8788283,17096153,"Total All Banks, As At July 31, 2018, (in thousands of dollars), Total All Banks, As At July 31, 2018, (in thousands of dollars)"
