Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",20664301,34670810,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",219565870,244247497,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5014815,109757393,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(ii)Other securities,12023801,187063855,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(i) Debt,489341035,542509202,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(ii) Shares,116037332,223819770,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5534308,7940400,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,62145493,71922693,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",3247,6699557,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(iv) To foreign governments,22228245,22284589,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(v) Lease receivables,11354903,22583143,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,110594923,596411936,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,22414812,243725351,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,47185925,146634889,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
