Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16326123,24439628,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",135407158,154070387,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1354894,104890747,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(ii)Other securities,7668738,138936296,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(i) Debt,280424195,330024854,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(ii) Shares,52253649,213950320,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10322710,12150184,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,39466878,45581956,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",17121,3929347,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(iv) To foreign governments,13113909,13352180,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(v) Lease receivables,5529035,14477980,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,72422860,507108597,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,19262952,226077480,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,31933019,92616240,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,255365650,388650133,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,213627826,413511285,"Total All Banks, As At April 30, 2013, (in thousands of dollars), Total All Banks, As At April 30, 2013, (in thousands of dollars)"
