Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17345278,26891137,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",159159967,176026733,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2169490,91043906,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(ii)Other securities,10594695,145357805,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(i) Debt,339114371,393139594,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(ii) Shares,64685440,245783000,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",12940346,15035724,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,47801725,54951798,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",6005,4430294,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(iv) To foreign governments,11000590,11220050,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(v) Lease receivables,6414858,15782382,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,82396017,521730291,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,21076393,225392455,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,37810453,102730102,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,268617006,408880787,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,247448551,452789731,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,5030849,17910139,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,122623911,254567552,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(A) Insured,679506,543130068,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,177033021,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(C) Uninsured,59492667,431610529,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1228987,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(ii) Non-residential,27716520,77968701,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",953316,69794375,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6819749,14537341,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
