Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",23019165,30955895,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",199114480,217184638,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4123362,83172839,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(ii)Other securities,11358252,162017604,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(i) Debt,365942024,415746490,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(ii) Shares,82153879,254642769,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9474618,11809306,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,54741491,62254389,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",257809,4945975,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,17513389,17549213,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(v) Lease receivables,7683894,17908968,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,96051902,545323768,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,24939486,229882354,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,44625917,117148830,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,317169496,478411095,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,312230286,535252706,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,7195161,20850931,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,163171911,305403732,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(A) Insured,943173,550590088,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,187624021,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(C) Uninsured,68467382,472525472,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1393026,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(ii) Non-residential,31307000,84224130,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",942215,71890257,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7535158,15343888,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,89051,5676509,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3125272,7575171,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1375036,5024248,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(d) Goodwill,29633531,41110095,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(i) with definite lives,3922155,11490237,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(ii) with indefinite lives,224176,2948149,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(f) Deferred tax assets,5888286,11864297,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,668565198,440612305,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,10017096,13962948,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,12675595,16458697,"Total All Banks, As At January 31, 2015, (in thousands of dollars), Total All Banks, As At January 31, 2015, (in thousands of dollars)"
