Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16637008,25627205,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",148262850,177942420,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1525367,122039776,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(ii)Other securities,4938363,125326656,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(i) Debt,265635018,311485325,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(ii) Shares,45607216,186368421,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9579437,12343618,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,38811465,44505760,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",83969,3901753,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(iv) To foreign governments,9572762,9967207,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(v) Lease receivables,4948501,13932565,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,60616483,478695905,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19449711,220618841,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,26734957,83981687,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,202406914,316707802,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,185714838,371361045,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3799067,11298212,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,87997182,206997094,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(A) Insured,91727,522761680,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,112164469,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(C) Uninsured,48437604,353573624,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,966839,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(ii) Non-residential,22577818,54704233,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",743337,55091489,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6178054,13955133,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(a) Insurance-related assets,63274,4465479,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(b) Accrued interest,2539638,7473651,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1794291,5526665,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(d) Goodwill,22328303,32261312,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(i) with definite lives,3282937,8533147,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28490,2764558,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4401514,9073096,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,41701986,270110621,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7133756,10478909,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,8924763,13027538,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
(j) Other,29541465,64389644,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
Total  Assets,1194109148,3629363076,"Total All Banks, As At April 30, 2012, (in thousands of dollars), Total All Banks, As At April 30, 2012, (in thousands of dollars)"
