Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",21262828,35275585,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",222827201,246151294,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3682411,102650681,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(ii)Other securities,12469601,182872362,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(i) Debt,485065075,532228268,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(ii) Shares,84644482,235219693,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11111762,12360014,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,62644561,71424246,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",9211,4630606,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(iv) To foreign governments,21342491,21396600,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(v) Lease receivables,10504025,20779291,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,109048544,581518947,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,22740735,235536157,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,49194449,146935022,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,378203039,555123507,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,399815038,660154566,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9221772,27564560,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,203761406,375845003,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(A) Insured,996081,569858390,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,168771540,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(C) Uninsured,81413014,563822219,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1755888,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(ii) Non-residential,43285350,104513924,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1801984,78911404,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8422722,16497583,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(a) Insurance-related assets,84163,5397375,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(b) Accrued interest,3803908,8409918,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1485819,5195144,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(d) Goodwill,32438599,44125812,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
(i) with definite lives,5554639,14256776,"Total All Banks, As At September 30, 2016, (in thousands of dollars), Total All Banks, As At September 30, 2016, (in thousands of dollars)"
