Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22084129,35775176,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",212065519,235576239,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2688298,105127136,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(ii)Other securities,8878615,166469248,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(i) Debt,457356608,506957726,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(ii) Shares,75890168,216592636,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
