Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16638735,28514336,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",180831194,197137243,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3462161,91378382,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(ii)Other securities,8832101,140147037,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(i) Debt,329070378,380499827,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(ii) Shares,69449917,264164529,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11265490,13059253,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,47778627,55046256,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",94673,4476349,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(iv) To foreign governments,12875994,12908878,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(v) Lease receivables,6525107,16341368,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,82135408,530965880,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,20978327,226110542,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,38087130,106982969,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,286709508,430893059,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,253886659,474499965,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,6729271,19996917,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,133878922,275400996,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(A) Insured,752534,545942273,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,175733186,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(C) Uninsured,59497075,452408752,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1318976,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(ii) Non-residential,26426099,78144248,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",576893,69265247,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6634045,14254139,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,102129,4929734,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(b) Accrued interest,2835902,7404031,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1147789,4714846,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(d) Goodwill,25897434,37435887,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
(i) with definite lives,3587693,10916226,"Total All Banks, As At August 31, 2014, (in thousands of dollars), Total All Banks, As At August 31, 2014, (in thousands of dollars)"
