Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",13681629,25897933,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",114879748,140022598,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1617058,144621737,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(ii)Other securities,4164633,174025039,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(i) Debt,261166399,323868752,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(ii) Shares,41572738,171229463,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",6028290,8305351,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(ii) To regulated financial institutions,32169099,38173451,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",76802,4102253,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(iv) To foreign governments,10450862,10856156,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(v) Lease receivables,4538065,13056530,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(vi) To individuals for non-business purposes,57894863,450914886,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
Of (A) Secured by residential property,19595167,211780761,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
which: (B) Secured by other than residential property,26258082,77459928,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(vii) Reverse repurchase agreements,148489534,258512978,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(viii) To individuals and others for business purposes,177293373,355327819,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
Of (A) Secured by residential property,4284888,16711036,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
which: (B) Secured by other than residential property,93313247,207666097,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(A) Insured,88455,250607431,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(B) Of which: NHA MBS reported as mortgages,0,13289724,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(C) Uninsured,45933284,344548142,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(D) Reverse Mortgages,0,898569,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(ii) Non-residential,23220260,53366936,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1297679,53288046,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6153156,13780918,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(a) Insurance-related assets,49297,3215770,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
