Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16430217,25496011,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",177488557,195457632,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2038733,87752880,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(ii)Other securities,10221348,137002704,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(i) Debt,328880242,383800146,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(ii) Shares,64169833,248143163,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",12666148,14458616,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(ii) To regulated financial institutions,49139556,56756548,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",37471,4527244,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(iv) To foreign governments,10715392,10934605,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(v) Lease receivables,6423425,15852217,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,82133470,522267464,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,20981957,225230748,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,37656616,102963101,"Total All Banks, As At March 31, 2014, (in thousands of dollars), Total All Banks, As At March 31, 2014, (in thousands of dollars)"
