Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",15280535,25659772,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",150802705,171329418,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,683016,107644510,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
(ii)Other securities,8761903,125418894,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
(i) Debt,303084732,356198733,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
(ii) Shares,52675354,221911204,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At September 30, 2013, (in thousands of dollars), Total All Banks, As At September 30, 2013, (in thousands of dollars)"
