Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",20201440,33398100,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",191175969,211735626,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4089657,101080463,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(ii)Other securities,12629187,185606995,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(i) Debt,478030628,524913217,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(ii) Shares,81387204,228355302,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9325242,10412606,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,61461168,69552691,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",8940,4663993,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(iv) To foreign governments,22781020,22835422,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(v) Lease receivables,10837960,21573105,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,111364445,585045727,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,23022862,236829210,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,50145539,147700764,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,320010547,486124663,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,415437040,674327387,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9564438,30130976,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,222231878,397441422,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(A) Insured,995449,569828866,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,169569328,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(C) Uninsured,84031172,571105191,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1779380,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(ii) Non-residential,44610779,106030170,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1812278,78213242,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8446872,16648627,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(a) Insurance-related assets,91013,5359795,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(b) Accrued interest,3923646,8792472,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1533321,5151384,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(d) Goodwill,33011458,44727798,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(i) with definite lives,5675830,14475210,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(ii) with indefinite lives,199401,2884067,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(f) Deferred tax assets,5800782,11956884,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,588904625,326466463,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7627764,16385742,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14796696,16990671,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
(j) Other,65340685,87335631,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
Total  Assets,2605542218,5043756890,"Total All Banks, As At October 31, 2016, (in thousands of dollars), Total All Banks, As At October 31, 2016, (in thousands of dollars)"
