Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",22454539,37111833,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",225203776,250259048,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,4868412,101465884,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(ii)Other securities,11191275,177956084,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(i) Debt,484578162,535924304,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(ii) Shares,111278578,209593046,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5708131,7014489,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,62525481,70448274,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2820,6525564,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(iv) To foreign governments,21139713,21213896,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(v) Lease receivables,10736238,22175788,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,105882576,600331096,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,20562490,247075861,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,45044949,146564157,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,412747481,579555979,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,415144772,700177827,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,5428057,31591702,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,204825218,387884434,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(A) Insured,919325,547525694,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,168504570,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(C) Uninsured,84608758,649351908,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,2099331,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(ii) Non-residential,44490640,110645220,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",2724016,87064127,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
