Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",14538587,25859080,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",174550124,190505020,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3503598,87404728,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(ii)Other securities,8425290,144079596,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(i) Debt,323572247,375872318,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(ii) Shares,65979557,252257565,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9856251,11616951,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
