Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",14658287,23877412,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",131540766,150875589,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,774844,111763778,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(ii)Other securities,8206453,129538495,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(i) Debt,287935295,337895489,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(ii) Shares,54241984,221567908,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10701523,12780297,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,40370565,46492951,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5481,3942996,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,10542110,10770668,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(v) Lease receivables,5736667,14850017,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,74608607,512738033,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
