Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",16499840,33856769,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for impairment/expected credit losses",235763990,264862114,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,5813181,118160191,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(ii)Other securities,15615044,187370415,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","(b) Other securities, less allowance for impairment/expected credit losses where applicable","Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(i) Debt,530871327,589545785,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(ii) Shares,135290532,235563566,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","(a) Non-Mortgage Loans, less allowance for impairment/expected credit losses","Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4576209,4955729,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
