Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",19277466,29181462,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",150303718,168073295,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1088052,107653293,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(ii)Other securities,7200682,134939951,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(i) Debt,292155882,340683576,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(ii) Shares,55338234,219643043,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10480669,12193010,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,38867349,45354133,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",6252,4282627,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,13096393,13335131,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(v) Lease receivables,5492971,14440609,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,72163426,504656110,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,19330917,226039942,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,30866390,91065756,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
