Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",27635018,40135904,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",220590596,245228791,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,3418547,104714338,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(ii)Other securities,12323106,186664411,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(i) Debt,495528820,543834638,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(ii) Shares,115277848,260593720,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4552400,4978084,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,61136988,69627318,"Total All Banks, As At December 31, 2016, (in thousands of dollars), Total All Banks, As At December 31, 2016, (in thousands of dollars)"
