Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17897922,26660319,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",137016707,164353018,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,965997,120502189,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(ii)Other securities,4207119,127323227,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(i) Debt,273098463,319981248,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(ii) Shares,47318809,181720402,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",6805280,9012483,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,41267931,49134264,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",102648,4259606,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(iv) To foreign governments,10282230,10676637,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(v) Lease receivables,4951232,13752021,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,60888640,475670757,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19351334,218320917,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,24319633,77531613,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,169032138,292863564,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,194216106,373998992,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3028897,11969973,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,92215209,205153872,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(A) Insured,88639,517545216,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,106400254,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(C) Uninsured,48300990,346809324,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,938429,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(ii) Non-residential,23229985,54459930,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",925582,51966312,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6223466,13791233,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,37818,4347178,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(b) Accrued interest,2473022,6867468,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1910699,5449504,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(d) Goodwill,21680670,31687460,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(i) with definite lives,3353429,8482837,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(ii) with indefinite lives,27210,2769124,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4351880,9237673,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,64685961,320503622,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8524408,11815242,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9022831,12878007,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
(j) Other,45299577,71516822,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
Total  Assets,1208187389,3640974108,"Total All Banks, As At January 31, 2012, (in thousands of dollars), Total All Banks, As At January 31, 2012, (in thousands of dollars)"
