Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",17826063,28244679,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",235363960,255119361,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,2906456,83248417,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(ii)Other securities,10285053,156487485,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(i) Debt,399636519,450772906,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(ii) Shares,85481969,242457783,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9953457,12314407,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(ii) To regulated financial institutions,55793861,63104968,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",5358,4250803,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(iv) To foreign governments,18001056,18039466,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(v) Lease receivables,8113710,18800993,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(vi) To individuals for non-business purposes,99483277,556725251,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,24570939,231460026,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,46960037,125315623,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(vii) Reverse repurchase agreements,337842784,497507556,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(viii) To individuals and others for business purposes,330804627,571492014,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,10570840,25550368,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,169318577,318908872,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
