Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",26452531,41691003,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowance for expected credit losses",206018757,242401082,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,7530002,105009643,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(ii)Other securities,19339820,209605087,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","(b) Other securities, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(i) Debt,602898799,663706795,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(ii) Shares,151000832,265564348,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4132528,4381128,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(ii) To regulated financial institutions,75751374,85832313,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",4190,3624412,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(iv) To foreign governments,24051179,24051179,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(v) Lease receivables,13359690,28898713,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,125840877,650453827,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,20905121,268555264,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,53619396,162473361,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,620516823,851432651,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,539501327,891627586,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6764210,32626380,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,262330665,473286017,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(A) Insured,1174246,481201703,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,188232683,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(C) Uninsured,115475905,821612896,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,656196,3719710,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(ii) Non-residential,56777222,135836800,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1908651,95762505,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7471994,16569975,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(a) Insurance-related assets,303149,8686245,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(b) Accrued interest,7315606,14448670,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1859028,6852809,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(d) Goodwill,38492324,52514002,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(i) with definite lives,5935517,16773031,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(ii) with indefinite lives,206252,5080038,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3600867,9241649,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,621529147,264577582,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7325457,16565453,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18716149,20266338,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
(j) Other,74217976,118885962,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
Total  Assets,3379364415,6156875135,"Total All Banks, As At May 31, 2019, (in thousands of dollars), Total All Banks, As At May 31, 2019, (in thousands of dollars)"
