Section I - Assets,Foreign Currency,Total Currency,P_Tags
1. Cash and cash equivalent,1. Cash and cash equivalent,1. Cash and cash equivalent,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(a) Gold, bank notes, deposits with Bank of Canada, cheques and other items in transit",14139074,26184908,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(b) Deposits with regulated financial institutions, less allowances for impairment",160615515,179058452,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
2. Securities,2. Securities,2. Securities,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,(a) Securities issues or guaranteed by Canada/Canadian Province/Canadian Municipal or School Corporation,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(i) Treasury Bills and other short term paper,1481197,97679570,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(ii)Other securities,8987509,143972951,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","(b) Other securities, less allowance for impairment","Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(i) Debt,312828131,365060332,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(ii) Shares,68547865,246700286,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
3. Loans,3. Loans,3. Loans,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
